clip_id,dasakam,verse,half,split,audio_path,text_path,text_devanagari,duration_s,sample_rate,channels,bit_depth,model_characters,characters_per_s,issues
nar_001_006_1,1,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.6.1.txt,तत्ते प्रत्यग्रधाराधरललितकलायावलीकेलिकारं लावण्यस्यैकसारं सुकृतिजनदृशां पूर्णपुण्यावतारम् ।,15.88288,44100,2,16,85,5.3517,
nar_001_006_2,1,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.6.2.txt,लक्ष्मीनिश्शङ्कलीलानिलयनममृतस्यन्दसन्दोहमन्तः सिञ्चत्सञ्चिन्तकानां वपुरनुकलये मारुतागारनाथ ॥,16.622585,44100,2,16,87,5.2338,
nar_001_007_1,1,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.7.1.txt,कष्टा ते सृष्टिचेष्टा बहुतरभवखेदावहा जीवभाजाम् इत्येवं पूर्वमालोचितमजित मया नैवमद्याभिजाने ।,16.337732,44100,2,16,82,5.0191,
nar_001_007_2,1,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.7.2.txt,नो चेज्जीवाः कथं वा मधुरतरमिदं त्वद्वपुश्चिद्रसार्द्रं नेत्रैः श्रोत्रैश्च पीत्वा परमरससुधाम्भोधिपूरे रमेरन् ॥,17.486327,44100,2,16,98,5.6044,
nar_001_008_1,1,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.8.1.txt,नम्राणां सन्निधत्ते सततमपि पुरस्तैरनभ्यर्थितान- (पि+अर्थान्) प्यर्थान् कामानजस्रं वितरति परमानन्दसान्द्रां गतिं च ।,16.170023,44100,2,16,101,6.2461,
nar_001_008_2,1,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.8.2.txt,इत्थं निश्शेषलभ्यो निरवधिकफलः पारिजातो हरे त्वं क्षुद्रं तं शक्रवाटीद्रुममभिलषति व्यर्थमर्थिव्रजोऽयम् ॥,15.878277,44100,2,16,92,5.7941,
nar_001_009_1,1,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.9.1.txt,कारुण्यात्काममन्यं ददति खलु परे स्वात्मदस्त्वं विशेषात् ऐश्वर्यादीशतेऽन्ये जगति परजने स्वात्मनोऽपीश्वरस्त्वम् ।,17.284172,44100,2,16,100,5.7856,
nar_001_009_2,1,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.9.2.txt,त्वय्युच्चैरारमन्ति प्रतिपदमधुरे चेतनाः स्फीतभाग्याः त्वं चाऽत्माराम एवेत्यतुलगुणगणाधार! शौरे! नमस्ते ॥,17.079705,44100,2,16,91,5.328,
nar_001_010_1,1,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.10.1.txt,ऐश्वर्यं शङ्करादीश्वरविनियमनं विश्वतेजोहराणां तेजस्संहारि वीर्यं विमलमपि यशो निस्पृहैश्चोपगीतम् ।,16.616848,44100,2,16,88,5.2958,
nar_001_010_2,1,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.10.2.txt,अङ्गासङ्गा सदा श्रीरखिलविदसि न क्वापि ते सङ्गवार्ता तद्वातागारवासिन्! मुरहर! भगवच्छब्दमुख्याश्रयोऽसि ॥,15.875986,44100,2,16,89,5.606,
nar_002_001_1,2,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.1.1.txt,सूर्यस्पर्धिकिरीटमूर्ध्वतिलकप्रोद्भासिफालान्तरं कारुण्याकुलनेत्रमार्द्रहसितोल्लासं सुनासापुटम्।,14.90551,44100,2,16,92,6.1722,
nar_002_001_2,2,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.1.2.txt,गण्डोद्यन्मकराभकुण्डलयुगं कण्ठोज्ज्वलत्कौस्तुभं त्वद्रूपं वनमाल्यहारपटलश्रीवत्सदीप्रं भजे ॥,14.804671,44100,2,16,85,5.7414,
nar_002_002_1,2,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.2.1.txt,केयूराङ्गदकङ्कणोत्तममहारत्नाङ्गुलीयाङ्कित- श्रीमद्बाहुचतुष्कसङ्गतगदाशङ्खारिपङ्केरुहाम् ।,15.744286,44100,2,16,85,5.3988,
nar_002_002_2,2,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.2.2.txt,काञ्चित्काञ्चनकाञ्चिलाञ्छितलसत्पीताम्बरालम्बिनीम् आलम्बे विमलाम्बुजद्युतिपदां मूर्तिं तवार्तिच्छिदम् ॥,16.537234,44100,2,16,96,5.8051,
nar_002_003_1,2,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.3.1.txt,यत्त्रैलोक्यमहीयसोऽपि महितं सम्मोहनं मोहनात् कान्तं कान्तिनिधानतोऽपि मधुरं माधुर्यधुर्यादपि ।,15.670952,44100,2,16,84,5.3602,
nar_002_003_2,2,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.3.2.txt,सौन्दर्योत्तरतोऽपि सुन्दरतरं त्वद्रूपमाश्चर्यतोऽप्याश्चर्यं भुवने न कस्य कुतुकं पुष्णाति विष्णो विभो ॥,16.051383,44100,2,16,91,5.6693,
nar_002_004_1,2,4,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.4.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.4.1.txt,तत्तादृङ्मधुरात्मकं तव वपुः सम्प्राप्य सम्पन्मयी सा देवी परमोत्सुका चिरतरं नास्ते स्वभक्तेष्वपि ।,15.987211,44100,2,16,85,5.3167,
nar_002_004_2,2,4,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.4.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.4.2.txt,तेनास्या बत कष्टमच्युत विभो त्वद्रूपमानोज्ञक - प्रेमस्थैर्यमयादचापलबलाच्चापल्यवार्तोदभूत् ॥,15.849705,44100,2,16,83,5.2367,
nar_002_005_1,2,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.5.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.5.1.txt,लक्ष्मीस्तावकरामणीयकहृतैवेयं परेष्वस्थिरे- (ति + अस्मिन्) त्यस्मिन्नन्यदपि प्रमाणमधुना वक्ष्यामि लक्ष्मीपते ।,15.877211,44100,2,16,97,6.1094,
nar_002_005_2,2,5,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.5.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.5.2.txt,ये त्वद्ध्यानगुणानुकीर्तनरसासक्ता हि भक्ता जना: तेष्वेषा वसति स्थिरैव दयितप्रस्तावदत्तादरा ॥,16.500567,44100,2,16,81,4.9089,
nar_002_006_1,2,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.6.1.txt,एवम्भूतमनोज्ञतानवसुधानिष्यन्दसन्दोहनं त्वद्रूपं परचिद्रसायनमयं चेतोहरं शृण्वताम् ।,15.813039,44100,2,16,76,4.8062,
nar_002_006_2,2,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.6.2.txt,सद्यः प्रेरयते मतिं मदयते रोमाञ्चयत्यङ्गकं व्यासिञ्चत्यपि शीतबाष्पविसरैरानन्दमूर्छोद्भवै: ॥,16.656395,44100,2,16,82,4.923,
nar_002_007_1,2,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.7.1.txt,एवम्भूततया हि भक्त्यभिहितो योगः स योगद्वयात् कर्मज्ञानमयाद्भृशोत्तमतरो योगीश्वरैर्गीयते ।,16.532653,44100,2,16,80,4.8389,
nar_002_007_2,2,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.7.2.txt,सौन्दर्यैकरसात्मके त्वयि खलु प्रेमप्रकर्षात्मिका भक्तिर्निःश्रममेव विश्वपुरुषैर्लभ्या रमावल्लभ ॥,16.179728,44100,2,16,88,5.4389,
nar_002_008_1,2,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.8.1.txt,निष्कामं नियतस्वधर्मचरणं यत्कर्मयोगाभिधं तद्दूरेत्यफलं यदौपनिषदज्ञानोपलभ्यं पुन: ।,15.758027,44100,2,16,74,4.696,
nar_002_008_2,2,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.8.2.txt,तत्त्वव्यक्ततया सुदुर्गमतरं चित्तस्य तस्माद्विभो त्वत्प्रेमात्मकभक्तिरेव सततं स्वादीयसी श्रेयसी ॥,16.871814,44100,2,16,88,5.2158,
nar_002_009_1,2,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.9.1.txt,अत्यायासकराणि कर्मपटलान्याचर्य निर्यन्मला: बोधे भक्तिपथेऽथवाऽप्युचिततामायान्ति किं तावता ।,17.298095,44100,2,16,81,4.6826,
nar_002_009_2,2,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.9.2.txt,क्लिष्ट्वा तर्कपथे परं तव वपुर्ब्रह्माख्यमन्ये पुन: चित्तार्द्रत्वमृते विचिन्त्य बहुभि: सिद्ध्यन्ति जन्मान्तरै: ॥,16.988707,44100,2,16,98,5.7685,
nar_002_010_1,2,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.10.1.txt,त्वद्भक्तिस्तु कथारसामृतझरीनिर्मज्जनेन स्वयं सिद्ध्यन्ती विमलप्रबोधपदवीमक्लेशतस्तन्वती ।,15.4922,44100,2,16,82,5.293,
nar_002_010_2,2,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.10.2.txt,सद्यः सिद्धिकरी जयत्ययि विभो सैवास्तु मे त्वत्पद - प्रेमप्रौढिरसार्द्रता द्रुततरं वातालयाधीश्वर ॥,16.445556,44100,2,16,85,5.1686,
nar_003_001_1,3,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.1.1.txt,पठन्तो नामानि प्रमदभरसिन्धौ निपतिताः स्मरन्तो रूपं ते वरद कथयन्तो गुणकथाः ।,14.510317,44100,2,16,64,4.4107,
nar_003_001_2,3,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.1.2.txt,चरन्तो ये भक्तास्त्वयि खलु रमन्ते परममून् अहं धन्यान्मन्ये समधिगतसर्वाभिलषितान् ॥,14.7061,44100,2,16,71,4.8279,
nar_003_002_1,3,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.2.1.txt,गदक्लिष्टं कष्टं तव चरणसेवारसभरे- (पि + अनासक्तं) प्यनासक्तं चित्तं भवति बत विष्णो कुरु दयाम् ।,13.539501,44100,2,16,78,5.7609,
nar_003_002_2,3,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.2.2.txt,भवत्पादाम्भोजस्मरणरसिको नामनिवहान् अहं गायं गायं कुहचन विवत्स्यामि विजने ॥,13.675351,44100,2,16,65,4.7531,
nar_003_003_1,3,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.3.1.txt,कृपा ते जाता चेत्किमिव न हि लभ्यं तनुभृतां मदीयक्लेशौघप्रशमनदशा नाम कियती ।,13.89907,44100,2,16,63,4.5327,
nar_003_003_2,3,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.3.2.txt,न के के लोकेऽस्मिन्ननिशमयि शोकाभिरहिताः भवद्भक्ता मुक्ताः सुखगतिमसक्ता विदधते ||,14.166735,44100,2,16,69,4.8706,
nar_003_004_1,3,4,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.4.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.4.1.txt,मुनिप्रौढा रूढा जगति खलु गूढात्मगतय: भवत्पादाम्भोजस्मरणविरुजो नारदमुखाः ।,14.881882,44100,2,16,64,4.3005,
nar_003_004_2,3,4,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.4.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.4.2.txt,चरन्तीश स्वैरं सततपरिनिर्भातपरचित् - सदानन्दाद्वैतप्रसरपरिमग्नाः किमपरम् ॥,13.072086,44100,2,16,67,5.1254,
nar_003_005_1,3,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dasakam 3.5.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 3/Narayaneeyam Dashakam 3.5.1.txt,भवद्भक्तिः स्फीता भवतु मम सैव प्रशमयेत् अशेषक्लेशौघं न खलु हृदि सन्देहकणिका ।,13.863107,44100,2,16,65,4.6887,
