clip_id,dasakam,verse,half,split,audio_path,text_path,text_devanagari,duration_s,sample_rate,channels,bit_depth,model_characters,characters_per_s,issues,decoded_frames,peak_dbfs,rms_dbfs,dc_offset,clipped_fraction,leading_silence_s,trailing_silence_s,silent_window_fraction,stereo_correlation,stereo_difference_dbfs,text_clean,text_model_kannada,slp1,syllables,line_scans_json,model_oov,analysis_issues
nar_015_005_2,15,5,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.5.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.5.2.txt,भवति परमभक्ति: सा हि मृत्योर्विजेत्री कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,12.761125,16000,2,16,63,4.9369,sample_rate_below_24khz,204178,-11.243,-26.101,-6.5e-06,0.0,0.12,0.18,0.17085,0.999998,-81.125,भवति परमभक्ति: सा हि मृत्योर्विजेत्री कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,ಭವತಿ ಪರಮಭಕ್ತಿಃ ಸಾ ಹಿ ಮೃತ್ಯೋರ್ವಿಜೇತ್ರೀ ಕಪಿಲತನುರಿತಿ ತ್ವಂ ದೇವಹೂತ್ಯೈ ನ್ಯಗಾದೀಃ,Bavati paramaBaktiH sA hi mftyorvijetrI kapilatanuriti tvaM devahUtyE nyagAdIH,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_006_1,15,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.6.1.txt,अहह बहुलहिंसासञ्चितार्थै: कुटुम्बं प्रतिदिनमनुपुष्णन् स्त्रीजितो बाललाली ।,12.078125,16000,2,16,66,5.4644,sample_rate_below_24khz,193250,-11.647,-26.035,-5.8e-06,0.0,0.06,0.06,0.12272,0.999998,-81.15,अहह बहुलहिंसासञ्चितार्थै: कुटुम्बं प्रतिदिनमनुपुष्णन् स्त्रीजितो बाललाली ।,ಅಹಹ ಬಹುಲಹಿಂಸಾಸಞ್ಚಿತಾರ್ಥೈಃ ಕುಟುಮ್ಬಂ ಪ್ರತಿದಿನಮನುಪುಷ್ಣನ್ ಸ್ತ್ರೀಜಿತೋ ಬಾಲಲಾಲೀ,ahaha bahulahiMsAsaYcitArTEH kuwumbaM pratidinamanupuzRan strIjito bAlalAlI,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_006_2,15,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.6.2.txt,विशति हि गृहसक्तो यातनां मय्यभक्त: कपिलतनुरितित्वं देवहूत्यै न्यगादी: ॥,12.6245,16000,2,16,60,4.7527,sample_rate_below_24khz,201992,-10.739,-26.095,1.36e-05,0.0,0.12,0.12,0.15372,0.999998,-81.076,विशति हि गृहसक्तो यातनां मय्यभक्त: कपिलतनुरितित्वं देवहूत्यै न्यगादी: ॥,ವಿಶತಿ ಹಿ ಗೃಹಸಕ್ತೋ ಯಾತನಾಂ ಮಯ್ಯಭಕ್ತಃ ಕಪಿಲತನುರಿತಿತ್ವಂ ದೇವಹೂತ್ಯೈ ನ್ಯಗಾದೀಃ,viSati hi gfhasakto yAtanAM mayyaBaktaH kapilatanurititvaM devahUtyE nyagAdIH,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_007_1,15,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.7.1.txt,युवतिजठरखिन्नो जातबोधोऽप्यकाण्डे प्रसवगलितबोध: पीडयोल्लङ्घ्य बाल्यम् ।,11.747375,16000,2,16,63,5.3629,sample_rate_below_24khz,187958,-11.884,-26.02,-5.4e-06,0.0,0.08,0.12,0.12095,0.999998,-81.124,युवतिजठरखिन्नो जातबोधोऽप्यकाण्डे प्रसवगलितबोध: पीडयोल्लङ्घ्य बाल्यम् ।,ಯುವತಿಜಠರಖಿನ್ನೋ ಜಾತಬೋಧೋಽಪ್ಯಕಾಣ್ಡೇ ಪ್ರಸವಗಲಿತಬೋಧಃ ಪೀಡಯೋಲ್ಲಙ್ಘ್ಯ ಬಾಲ್ಯಮ್,yuvatijaWaraKinno jAtaboDopyakARqe prasavagalitaboDaH pIqayollaNGya bAlyam,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_007_2,15,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.7.2.txt,पुनरपि बत मुह्यत्येव तारुण्यकाले कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,11.909187,16000,2,16,60,5.0381,sample_rate_below_24khz,190547,-11.103,-25.817,-7.5e-06,0.0,0.06,0.08,0.1479,0.999999,-81.162,पुनरपि बत मुह्यत्येव तारुण्यकाले कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,ಪುನರಪಿ ಬತ ಮುಹ್ಯತ್ಯೇವ ತಾರುಣ್ಯಕಾಲೇ ಕಪಿಲತನುರಿತಿ ತ್ವಂ ದೇವಹೂತ್ಯೈ ನ್ಯಗಾದೀಃ,punarapi bata muhyatyeva tAruRyakAle kapilatanuriti tvaM devahUtyE nyagAdIH,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_008_1,15,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.8.1.txt,पितृसुरगणयाजी धार्मिको यो गृहस्थ: स च निपतति काले दक्षिणाध्वोपगामी ।,11.603625,16000,2,16,57,4.9123,sample_rate_below_24khz,185658,-11.856,-25.54,-1.46e-05,0.0,0.08,0.14,0.15345,0.999999,-81.049,पितृसुरगणयाजी धार्मिको यो गृहस्थ: स च निपतति काले दक्षिणाध्वोपगामी ।,ಪಿತೃಸುರಗಣಯಾಜೀ ಧಾರ್ಮಿಕೋ ಯೋ ಗೃಹಸ್ಥಃ ಸ ಚ ನಿಪತತಿ ಕಾಲೇ ದಕ್ಷಿಣಾಧ್ವೋಪಗಾಮೀ,pitfsuragaRayAjI DArmiko yo gfhasTaH sa ca nipatati kAle dakziRADvopagAmI,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_008_2,15,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.8.2.txt,मयि निहितमकामं कर्म तूदक्पथार्थं कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,12.049375,16000,2,16,60,4.9795,sample_rate_below_24khz,192790,-11.595,-25.901,-1.96e-05,0.0,0.14,0.16,0.13953,0.999999,-81.18,मयि निहितमकामं कर्म तूदक्पथार्थं कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,ಮಯಿ ನಿಹಿತಮಕಾಮಂ ಕರ್ಮ ತೂದಕ್ಪಥಾರ್ಥಂ ಕಪಿಲತನುರಿತಿ ತ್ವಂ ದೇವಹೂತ್ಯೈ ನ್ಯಗಾದೀಃ,mayi nihitamakAmaM karma tUdakpaTArTaM kapilatanuriti tvaM devahUtyE nyagAdIH,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_009_1,15,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.9.1.txt,इति सुविदितवेद्यां देव हे देवहूतिं कृतनुतिमनुगृह्य त्वं गतो योगिसङ्घै: ।,12.056563,16000,2,16,61,5.0595,sample_rate_below_24khz,192905,-12.075,-25.377,-1.05e-05,0.0,0.1,0.16,0.14452,0.999999,-81.161,इति सुविदितवेद्यां देव हे देवहूतिं कृतनुतिमनुगृह्य त्वं गतो योगिसङ्घै: ।,ಇತಿ ಸುವಿದಿತವೇದ್ಯಾಂ ದೇವ ಹೇ ದೇವಹೂತಿಂ ಕೃತನುತಿಮನುಗೃಹ್ಯ ತ್ವಂ ಗತೋ ಯೋಗಿಸಙ್ಘೈಃ,iti suviditavedyAM deva he devahUtiM kftanutimanugfhya tvaM gato yogisaNGEH,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,low_peak;sample_rate_below_24khz
nar_015_009_2,15,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.9.2.txt,विमलमतिरथाऽसौ भक्तियोगेन मुक्ता त्वमपि जनहितार्थं वर्तसे प्रागुदीच्याम् ॥,12.049375,16000,2,16,65,5.3945,sample_rate_below_24khz,192790,-11.724,-25.703,-3e-07,0.0,0.12,0.18,0.19103,0.999999,-81.138,विमलमतिरथाऽसौ भक्तियोगेन मुक्ता त्वमपि जनहितार्थं वर्तसे प्रागुदीच्याम् ॥,ವಿಮಲಮತಿರಥಾಽಸೌ ಭಕ್ತಿಯೋಗೇನ ಮುಕ್ತಾ ತ್ವಮಪಿ ಜನಹಿತಾರ್ಥಂ ವರ್ತಸೇ ಪ್ರಾಗುದೀಚ್ಯಾಮ್,vimalamatiraTAsO Baktiyogena muktA tvamapi janahitArTaM vartase prAgudIcyAm,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_010_1,15,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.10.1.txt,परम किमु बहूक्त्या त्वत्पदाम्भोजभक्तिं सकलभयविनेत्रीं सर्वकामोपनेत्रीम् ।,12.23625,16000,2,16,66,5.3938,sample_rate_below_24khz,195780,-11.316,-26.325,1.2e-06,0.0,0.1,0.18,0.18658,0.999998,-81.118,परम किमु बहूक्त्या त्वत्पदाम्भोजभक्तिं सकलभयविनेत्रीं सर्वकामोपनेत्रीम् ।,ಪರಮ ಕಿಮು ಬಹೂಕ್ತ್ಯಾ ತ್ವತ್ಪದಾಮ್ಭೋಜಭಕ್ತಿಂ ಸಕಲಭಯವಿನೇತ್ರೀಂ ಸರ್ವಕಾಮೋಪನೇತ್ರೀಮ್,parama kimu bahUktyA tvatpadAmBojaBaktiM sakalaBayavinetrIM sarvakAmopanetrIm,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_015_010_2,15,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.10.2.txt,वदसि खलु दृढं त्वं तद्विधूयामयान् मे गुरुपवनपुरेश त्वय्युपाधत्स्व भक्तिम् ॥,12.897687,16000,2,16,65,5.0397,sample_rate_below_24khz,206363,-11.451,-25.946,-3.5e-06,0.0,0.1,0.18,0.17702,0.999998,-81.092,वदसि खलु दृढं त्वं तद्विधूयामयान् मे गुरुपवनपुरेश त्वय्युपाधत्स्व भक्तिम् ॥,ವದಸಿ ಖಲು ದೃಢಂ ತ್ವಂ ತದ್ವಿಧೂಯಾಮಯಾನ್ ಮೇ ಗುರುಪವನಪುರೇಶ ತ್ವಯ್ಯುಪಾಧತ್ಸ್ವ ಭಕ್ತಿಮ್,vadasi Kalu dfQaM tvaM tadviDUyAmayAn me gurupavanapureSa tvayyupADatsva Baktim,30,"[{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""},{""syllables"":15,""weights"":""LLLLLLGGGLGGLGG"",""meter"":""mālinī(15)""}]",,sample_rate_below_24khz
nar_016_001_1,16,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.1.1.txt,दक्षो विरिञ्चितनयोऽथ मनोस्तनूजां लब्ध्वा प्रसूतिमिह षोडश चाप कन्याः ।,10.559683,44100,2,16,60,5.682,,465682,-11.012,-26.575,-6.4e-06,0.0,0.2,0.26,0.1537,0.999998,-81.167,दक्षो विरिञ्चितनयोऽथ मनोस्तनूजां लब्ध्वा प्रसूतिमिह षोडश चाप कन्याः ।,ದಕ್ಷೋ ವಿರಿಞ್ಚಿತನಯೋಽಥ ಮನೋಸ್ತನೂಜಾಂ ಲಬ್ಧ್ವಾ ಪ್ರಸೂತಿಮಿಹ ಷೋಡಶ ಚಾಪ ಕನ್ಯಾಃ,dakzo viriYcitanayoTa manostanUjAM labDvA prasUtimiha zoqaSa cApa kanyAH,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_001_2,16,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.1.2.txt,धर्मे त्रयोदश ददौ पितृषु स्वधां च स्वाहां हविर्भुजि सतीं गिरिशे त्वदंशे ॥,10.08322,44100,2,16,61,6.0497,,444670,-11.35,-27.238,-6.9e-06,0.0,0.06,0.12,0.15476,0.999998,-81.141,धर्मे त्रयोदश ददौ पितृषु स्वधां च स्वाहां हविर्भुजि सतीं गिरिशे त्वदंशे ॥,ಧರ್ಮೇ ತ್ರಯೋದಶ ದದೌ ಪಿತೃಷು ಸ್ವಧಾಂ ಚ ಸ್ವಾಹಾಂ ಹವಿರ್ಭುಜಿ ಸತೀಂ ಗಿರಿಶೇ ತ್ವದಂಶೇ,Darme trayodaSa dadO pitfzu svaDAM ca svAhAM havirBuji satIM giriSe tvadaMSe,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_002_1,16,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.2.1.txt,मूर्तिर्हि धर्मगृहिणी सुषुवे भवन्तं नारायणं नरसखं महितानुभावम् ।,13.090159,44100,2,16,56,4.278,,577276,-11.817,-27.892,-3.7e-05,0.0,0.06,0.12,0.20795,0.999998,-81.142,मूर्तिर्हि धर्मगृहिणी सुषुवे भवन्तं नारायणं नरसखं महितानुभावम् ।,ಮೂರ್ತಿರ್ಹಿ ಧರ್ಮಗೃಹಿಣೀ ಸುಷುವೇ ಭವನ್ತಂ ನಾರಾಯಣಂ ನರಸಖಂ ಮಹಿತಾನುಭಾವಮ್,mUrtirhi DarmagfhiRI suzuve BavantaM nArAyaRaM narasaKaM mahitAnuBAvam,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_002_2,16,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.2.2.txt,यज्जन्मनि प्रमुदिताः कृततूर्यघोषाः पुष्पोत्करान् प्रववृषुर्नुनुवुः सुरौघाः ॥,10.199116,44100,2,16,69,6.7653,,449781,-11.492,-26.465,-1.9e-05,0.0,0.1,0.12,0.17092,0.999998,-81.117,यज्जन्मनि प्रमुदिताः कृततूर्यघोषाः पुष्पोत्करान् प्रववृषुर्नुनुवुः सुरौघाः ॥,ಯಜ್ಜನ್ಮನಿ ಪ್ರಮುದಿತಾಃ ಕೃತತೂರ್ಯಘೋಷಾಃ ಪುಷ್ಪೋತ್ಕರಾನ್ ಪ್ರವವೃಷುರ್ನುನುವುಃ ಸುರೌಘಾಃ,yajjanmani pramuditAH kftatUryaGozAH puzpotkarAn pravavfzurnunuvuH surOGAH,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_003_1,16,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.3.1.txt,दैत्यं सहस्रकवचं कवचैः परीतं साहस्रवत्सरतपस्समराभिलव्यैः ।,9.593878,44100,2,16,52,5.4201,,423090,-11.769,-27.505,-8.6e-06,0.0,0.08,0.16,0.20042,0.999998,-81.129,दैत्यं सहस्रकवचं कवचैः परीतं साहस्रवत्सरतपस्समराभिलव्यैः ।,ದೈತ್ಯಂ ಸಹಸ್ರಕವಚಂ ಕವಚೈಃ ಪರೀತಂ ಸಾಹಸ್ರವತ್ಸರತಪಸ್ಸಮರಾಭಿಲವ್ಯೈಃ,dEtyaM sahasrakavacaM kavacEH parItaM sAhasravatsaratapassamarABilavyEH,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_003_2,16,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.3.2.txt,पर्यायनिर्मिततपस्समरौ भवन्तौ शिष्टैककङ्कटममुं न्यहतां सलीलम् ॥,9.542358,44100,2,16,56,5.8686,,420818,-12.095,-27.436,-1.55e-05,0.0,0.08,0.14,0.14256,0.999998,-81.109,पर्यायनिर्मिततपस्समरौ भवन्तौ शिष्टैककङ्कटममुं न्यहतां सलीलम् ॥,ಪರ್ಯಾಯನಿರ್ಮಿತತಪಸ್ಸಮರೌ ಭವನ್ತೌ ಶಿಷ್ಟೈಕಕಙ್ಕಟಮಮುಂ ನ್ಯಹತಾಂ ಸಲೀಲಮ್,paryAyanirmitatapassamarO BavantO SizwEkakaNkawamamuM nyahatAM salIlam,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,low_peak
nar_016_004_1,16,4,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.4.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.4.1.txt,अन्वाचरन्नुपदिशन्नपि मोक्षधर्मं त्वं भ्रातृमान् बदरिकाश्रममध्यवात्सीः ।,11.383855,44100,2,16,65,5.7098,,502028,-11.194,-27.828,-5.1e-06,0.0,0.2,0.14,0.15114,0.999998,-81.146,अन्वाचरन्नुपदिशन्नपि मोक्षधर्मं त्वं भ्रातृमान् बदरिकाश्रममध्यवात्सीः ।,ಅನ್ವಾಚರನ್ನುಪದಿಶನ್ನಪಿ ಮೋಕ್ಷಧರ್ಮಂ ತ್ವಂ ಭ್ರಾತೃಮಾನ್ ಬದರಿಕಾಶ್ರಮಮಧ್ಯವಾತ್ಸೀಃ,anvAcarannupadiSannapi mokzaDarmaM tvaM BrAtfmAn badarikASramamaDyavAtsIH,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_004_2,16,4,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.4.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.4.2.txt,शक्रोऽथ ते शमतपोबलनिस्सहात्मा दिव्याङ्गनापरिवृतं प्रजिघाय मारम् ॥,10.778617,44100,2,16,58,5.381,,475337,-11.889,-26.926,-2.8e-06,0.0,0.02,0.16,0.15056,0.999998,-81.113,शक्रोऽथ ते शमतपोबलनिस्सहात्मा दिव्याङ्गनापरिवृतं प्रजिघाय मारम् ॥,ಶಕ್ರೋಽಥ ತೇ ಶಮತಪೋಬಲನಿಸ್ಸಹಾತ್ಮಾ ದಿವ್ಯಾಙ್ಗನಾಪರಿವೃತಂ ಪ್ರಜಿಘಾಯ ಮಾರಮ್,SakroTa te SamatapobalanissahAtmA divyANganAparivftaM prajiGAya mAram,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_005_1,16,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.5.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.5.1.txt,कामो वसन्तमलयानिलबन्धुशाली कान्ताकटाक्षविशिखैर्विकसद्विलासैः ।,11.106984,44100,2,16,58,5.2219,,489818,-11.864,-26.862,-1.8e-05,0.0,0.12,0.1,0.1027,0.999998,-81.128,कामो वसन्तमलयानिलबन्धुशाली कान्ताकटाक्षविशिखैर्विकसद्विलासैः ।,ಕಾಮೋ ವಸನ್ತಮಲಯಾನಿಲಬನ್ಧುಶಾಲೀ ಕಾನ್ತಾಕಟಾಕ್ಷವಿಶಿಖೈರ್ವಿಕಸದ್ವಿಲಾಸೈಃ,kAmo vasantamalayAnilabanDuSAlI kAntAkawAkzaviSiKErvikasadvilAsEH,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
nar_016_005_2,16,5,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.5.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.5.2.txt,विध्यन्मुहुर्मुहुरकम्पमुदीक्ष्य च त्वां भीरुस्त्वयाथ जगदे मृदुहासभाजा ॥,10.598322,44100,2,16,64,6.0387,,467386,-11.421,-27.241,-5.8e-06,0.0,0.08,0.16,0.16446,0.999998,-81.103,विध्यन्मुहुर्मुहुरकम्पमुदीक्ष्य च त्वां भीरुस्त्वयाथ जगदे मृदुहासभाजा ॥,ವಿಧ್ಯನ್ಮುಹುರ್ಮುಹುರಕಮ್ಪಮುದೀಕ್ಷ್ಯ ಚ ತ್ವಾಂ ಭೀರುಸ್ತ್ವಯಾಥ ಜಗದೇ ಮೃದುಹಾಸಭಾಜಾ,viDyanmuhurmuhurakampamudIkzya ca tvAM BIrustvayATa jagade mfduhAsaBAjA,28,"[{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""},{""syllables"":14,""weights"":""GGLGLLLGLLGLGG"",""meter"":""vasantatilakā(14)""}]",,
